Gene ID	source_id	Product Description	Input ID	
Tb927.2.2940	Tb927.2.2940:mRNA	MICOS complex subunit 32	Tb927.2.2940	
Tb927.2.2950	Tb927.2.2950:mRNA	Nop14-like family, putative	Tb927.2.2950	
Tb927.2.2970	Tb927.2.2970:mRNA	mitochondrial carrier protein	Tb927.2.2970	
Tb927.2.2990	Tb927.2.2990:mRNA	hypothetical protein, conserved	Tb927.2.2990	
Tb927.2.3020	Tb927.2.3020:mRNA	Component of motile flagella 76	Tb927.2.3020	
Tb927.2.3030	Tb927.2.3030:mRNA	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative	Tb927.2.3030	
Tb927.2.3080	Tb927.2.3080:mRNA	cytochrome b5-dependent oleate desaturase	Tb927.2.3080	
Tb927.2.3180	Tb927.2.3180:mRNA	kinetoplast polyadenylation/uridylation factor 1	Tb927.2.3180	
Tb927.2.3370	Tb927.2.3370:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.2.3370	
Tb927.2.340	Tb927.2.340:mRNA	retrotransposon hot spot protein 4 (RHS4), putative	Tb927.2.340	
Tb927.2.3460	Tb927.2.3460:mRNA	cysteine peptidase, Clan CA, family C51, putative	Tb927.2.3460	
Tb927.2.3580	Tb927.2.3580:mRNA	transcription elongation factor s-II, putative	Tb927.2.3580	
Tb927.2.3610	Tb927.2.3610:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.2.3610	
Tb927.2.3660	Tb927.2.3660:mRNA	paraflagellar rod component, putative	Tb927.2.3660	
Tb927.2.3720	Tb927.2.3720:mRNA	ubiquitin-conjugating enzyme, putative	Tb927.2.3720	
Tb927.2.3780	Tb927.2.3780:mRNA	translation initiation factor IF-2, putative	Tb927.2.3780	
Tb927.2.380	Tb927.2.380:mRNA	retrotransposon hot spot protein 2 (RHS2), putative	Tb927.2.380	
Tb927.2.3910	Tb927.2.3910:mRNA	beta-ketoacyl-ACP synthase	Tb927.2.3910	
Tb927.2.3920	Tb927.2.3920:mRNA	Complex 1 protein (LYR family), putative	Tb927.2.3920	
Tb927.2.3990	Tb927.2.3990:mRNA	GRIP-related Arf-binding domain containing protein, putative	Tb927.2.3990	
Tb927.2.4000	Tb927.2.4000:mRNA	hypothetical protein, conserved	Tb927.2.4000	
Tb927.2.4060	Tb927.2.4060:mRNA	Dynein intermediate chain 138	Tb927.2.4060	
Tb927.2.4090	Tb927.2.4090:mRNA	signal recognition particle receptor beta subunit, putative	Tb927.2.4090	
Tb927.2.4130	Tb927.2.4130:mRNA	enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative	Tb927.2.4130	
Tb927.2.4200	Tb927.2.4200:mRNA	CMGC/CLK family protein kinase, putative	Tb927.2.4200	
Tb927.2.4210	Tb927.2.4210:mRNA	Phosphoenolpyruvate carboxykinase [ATP], glycosomal	Tb927.2.4210	
Tb927.2.4230	Tb927.2.4230:mRNA	NUP-1 protein, putative	Tb927.2.4230	
Tb927.2.4240	Tb927.2.4240:mRNA	GTP binding protein, putative	Tb927.2.4240	
Tb927.2.4330	Tb927.2.4330:mRNA	paraflagellar rod protein 5, putative	Tb927.2.4330	
Tb927.2.4370	Tb927.2.4370:mRNA	trypanothione synthetase	Tb927.2.4370	
Tb927.2.4390	Tb927.2.4390:mRNA	endo/exonuclease Mre11	Tb927.2.4390	
Tb927.2.4400	Tb927.2.4400:mRNA	SSU ribosomal protein, mitochondrial, putative	Tb927.2.4400	
Tb927.2.4445	Tb927.2.4445:mRNA	hypothetical protein, conserved	Tb927.2.4445	
Tb927.2.450	Tb927.2.450:mRNA	retrotransposon hot spot protein 4 (RHS4), putative	Tb927.2.450	
Tb927.2.4510	Tb927.2.4510:mRNA	cdc2-related kinase 9	Tb927.2.4510	
Tb927.2.4520	Tb927.2.4520:mRNA	hypothetical protein, conserved	Tb927.2.4520	
Tb927.2.4530	Tb927.2.4530:mRNA	hypothetical protein, conserved	Tb927.2.4530	
Tb927.2.4540	Tb927.2.4540:mRNA	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB), putative	Tb927.2.4540	
Tb927.2.4550	Tb927.2.4550:mRNA	2'-O-ribose RNA methyltransferase SPB1 homolog	Tb927.2.4550	
Tb927.2.4580	Tb927.2.4580:mRNA	UNC119	Tb927.2.4580	
Tb927.2.4590	Tb927.2.4590:mRNA	branched-chain amino acid aminotransferase, putative	Tb927.2.4590	
Tb927.2.4650	Tb927.2.4650:mRNA	hypothetical protein, conserved	Tb927.2.4650	
Tb927.2.470	Tb927.2.470:mRNA	retrotransposon hot spot protein 4 (RHS4), putative	Tb927.2.470	
Tb927.2.4700	Tb927.2.4700:mRNA	succinate dehydrogenase subunit	Tb927.2.4700	
Tb927.2.4710	Tb927.2.4710:mRNA	RNA-binding protein, putative	Tb927.2.4710	
Tb927.2.4780	Tb927.2.4780:mRNA	hypothetical protein, conserved	Tb927.2.4780	
Tb927.2.4810	Tb927.2.4810:mRNA	Component of motile flagella 5	Tb927.2.4810	
Tb927.2.4830	Tb927.2.4830:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb927.2.4830	
Tb927.2.4850	Tb927.2.4850:mRNA	Phosducin, putative	Tb927.2.4850	
Tb927.2.4870	Tb927.2.4870:mRNA	kinetoplastid-specific dual specificity phosphatase, putative	Tb927.2.4870	
Tb927.2.4930	Tb927.2.4930:mRNA	esterase, putative	Tb927.2.4930	
Tb927.2.4980	Tb927.2.4980:mRNA	EMG1/NEP1 methyltransferase, putative	Tb927.2.4980	
Tb927.2.5030	Tb927.2.5030:mRNA	transcription elongation factor SPT5, putative	Tb927.2.5030	
Tb927.2.5050	Tb927.2.5050:mRNA	protein phosphatase 2C, putative	Tb927.2.5050	
Tb927.2.5060	Tb927.2.5060:mRNA	GTP binding protein, putative	Tb927.2.5060	
Tb927.2.510	Tb927.2.510:mRNA	retrotransposon hot spot protein 4 (RHS4), putative	Tb927.2.510	
Tb927.2.5130	Tb927.2.5130:mRNA	hypothetical protein, conserved	Tb927.2.5130	
Tb927.2.5140	Tb927.2.5140:mRNA	hypothetical protein, conserved	Tb927.2.5140	
Tb927.2.5150	Tb927.2.5150:mRNA	TPR-repeat protein, putative	Tb927.2.5150	
Tb927.2.5160	Tb927.2.5160:mRNA	chaperone protein DnaJ, putative	Tb927.2.5160	
Tb927.2.5200	Tb927.2.5200:mRNA	hypothetical protein, conserved	Tb927.2.5200	
Tb927.2.5230	Tb927.2.5230:mRNA	CAMK family pseudokinase, putative	Tb927.2.5230	
Tb927.2.5240	Tb927.2.5240:mRNA	pre-mRNA splicing factor 19	Tb927.2.5240	
Tb927.2.5260	Tb927.2.5260:mRNA	hypothetical protein, conserved	Tb927.2.5260	
Tb927.2.5270	Tb927.2.5270:mRNA	dynein heavy chain, putative	Tb927.2.5270	
Tb927.2.5280	Tb927.2.5280:mRNA	Enriched in surface-labeled proteome protein 1	Tb927.2.5280	
Tb927.2.5440	Tb927.2.5440:mRNA	hypothetical protein, conserved	Tb927.2.5440	
Tb927.2.5530	Tb927.2.5530:mRNA	Present in the outer mitochondrial membrane proteome 22-1	Tb927.2.5530	
Tb927.2.560	Tb927.2.560:mRNA	retrotransposon hot spot protein 4 (RHS4), putative	Tb927.2.560	
Tb927.2.5660	Tb927.2.5660:mRNA	adenylate kinase, putative	Tb927.2.5660	
Tb927.2.5750	Tb927.2.5750:mRNA	tyrosyl-DNA Phosphodiesterase (Tdp1), putative	Tb927.2.5750	
Tb927.2.5760	Tb927.2.5760:mRNA	Flagellar Member 8	Tb927.2.5760	
Tb927.2.5800	Tb927.2.5800:mRNA	sedoheptulose-1,7-bisphosphatase	Tb927.2.5800	
Tb927.2.5810	Tb927.2.5810:mRNA	Holliday-junction resolvase-like of SPT6/SH2 domain containing protein, putative	Tb927.2.5810	
Tb927.2.5820	Tb927.2.5820:mRNA	hypothetical protein, conserved	Tb927.2.5820	
Tb927.2.5850	Tb927.2.5850:mRNA	small nuclear ribonucleoprotein SmD2	Tb927.2.5850	
Tb927.2.5870	Tb927.2.5870:mRNA	hypothetical protein, conserved	Tb927.2.5870	
Tb927.2.5930	Tb927.2.5930:mRNA	hypothetical protein, conserved	Tb927.2.5930	
Tb927.2.5970	Tb927.2.5970:mRNA	hypothetical protein, conserved	Tb927.2.5970	
Tb927.2.5980	Tb927.2.5980:mRNA	chaperone protein ClpB1, putative	Tb927.2.5980	
Tb927.2.6050	Tb927.2.6050:mRNA	beta prime COP protein	Tb927.2.6050	
Tb927.2.6070	Tb927.2.6070:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.2.6070	
Tb927.2.6100	Tb927.2.6100:mRNA	hypothetical protein, conserved	Tb927.2.6100	
Tb927.2.820	Tb927.2.820:pseudogenic_transcript	retrotransposon hot spot protein 1 (RHS1), interrupted	Tb927.2.820	
Tb927.2.830	Tb927.2.830:pseudogenic_transcript	retrotransposon hot spot protein 1 (RHS1), interrupted	Tb927.2.830	
Tb927.3.1010	Tb927.3.1010:mRNA	hypothetical protein, conserved	Tb927.3.1010	
Tb927.3.1030	Tb927.3.1030:mRNA	RNA-binding protein	Tb927.3.1030	
Tb927.3.1060	Tb927.3.1060:mRNA	cAMP Response Protein 4	Tb927.3.1060, Tb927.3.1040	
Tb927.3.1080	Tb927.3.1080:mRNA	Present in the outer mitochondrial membrane proteome 23	Tb927.3.1080	
Tb927.3.1100	Tb927.3.1100:mRNA	exonuclease, putative	Tb927.3.1100	
Tb927.3.1110	Tb927.3.1110:mRNA	Putative intraflagellar transport protein A1	Tb927.3.1110	
Tb927.3.1120	Tb927.3.1120:mRNA	GTP-binding nuclear protein rtb2, putative	Tb927.3.1120	
Tb927.3.1130	Tb927.3.1130:mRNA	DNA polymerase delta subunit 2, putative	Tb927.3.1130	
Tb927.3.1140	Tb927.3.1140:mRNA	Surp module, putative	Tb927.3.1140	
Tb927.3.1170	Tb927.3.1170:mRNA	TAP42-like family, putative	Tb927.3.1170	
Tb927.3.1200	Tb927.3.1200.1:mRNA	hypothetical protein, conserved	Tb927.3.1200	
Tb927.3.1200	Tb927.3.1200.2:mRNA	hypothetical protein, conserved	Tb927.3.1200	
Tb927.3.1210	Tb927.3.1210:mRNA	protein transport protein Sec24	Tb927.3.1210	
Tb927.3.1240	Tb927.3.1240:mRNA	Serine/threonine-protein phosphatase 2A, putative	Tb927.3.1240	
Tb927.3.1280	Tb927.3.1280:mRNA	NPL4 family, putative	Tb927.3.1280	
Tb927.3.1290	Tb927.3.1290:mRNA	cullin 4B, putative	Tb927.3.1290	
Tb927.3.1300	Tb927.3.1300:mRNA	hypothetical protein, conserved	Tb927.3.1300	
Tb927.3.1380	Tb927.3.1380:mRNA	ATP synthase subunit beta, mitochondrial	Tb927.3.1380	
Tb927.3.1400	Tb927.3.1400:mRNA	alpha-tubulin N-acetyltransferase, putative	Tb927.3.1400	
Tb927.3.1410	Tb927.3.1410:mRNA	cytochrome oxidase subunit VII	Tb927.3.1410	
Tb927.3.1560	Tb927.3.1560:mRNA	TRF-Interacting Factor 2	Tb927.3.1560	
Tb927.3.1590	Tb927.3.1590:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.3.1590	
Tb927.3.1600	Tb927.3.1600:mRNA	Mitochondrial import inner membrane translocase subunit 10	Tb927.3.1600	
Tb927.3.1620	Tb927.3.1620:mRNA	ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative	Tb927.3.1620	
Tb927.3.1670	Tb927.3.1670:mRNA	hypothetical protein, conserved	Tb927.3.1670	
Tb927.3.1680	Tb927.3.1680:mRNA	Eukaryotic translation initiation factor 3 subunit F	Tb927.3.1680	
Tb927.3.1690	Tb927.3.1690:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.3.1690	
Tb927.3.1720	Tb927.3.1720:mRNA	hypothetical protein, conserved	Tb927.3.1720	
Tb927.3.1730	Tb927.3.1730:mRNA	hypothetical protein, conserved	Tb927.3.1730	
Tb927.3.1770	Tb927.3.1770:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.3.1770	
Tb927.3.1780	Tb927.3.1780:mRNA	U6 snRNA-associated Sm-like protein LSm8p	Tb927.3.1780	
Tb927.3.1790	Tb927.3.1790:mRNA	pyruvate dehydrogenase E1 beta subunit, putative	Tb927.3.1790	
Tb927.3.1800	Tb927.3.1800:mRNA	hypothetical protein, conserved	Tb927.3.1800	
Tb927.3.1820	Tb927.3.1820:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.3.1820	
Tb927.3.1840	Tb927.3.1840:mRNA	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	Tb927.3.1840	
Tb927.3.1900	Tb927.3.1900:mRNA	conserved protein, unknown function	Tb927.3.1900	
Tb927.3.1920	Tb927.3.1920:mRNA	General negative regulator of transcription subunit 5	Tb927.3.1920	
Tb927.3.1940	Tb927.3.1940:mRNA	TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase, putative	Tb927.3.1940	
Tb927.3.1970	Tb927.3.1970:mRNA	phosphopantothenoylcysteine synthetase, putative	Tb927.3.1970	
Tb927.3.1980	Tb927.3.1980:mRNA	hypothetical protein, conserved	Tb927.3.1980	
Tb927.3.1990	Tb927.3.1990:mRNA	Tetratricopeptide repeat, putative	Tb927.3.1990	
Tb927.3.2030	Tb927.3.2030.1:mRNA	acylphosphatase, putative	Tb927.3.2030	
Tb927.3.2030	Tb927.3.2030.2:mRNA	acylphosphatase, putative	Tb927.3.2030	
Tb927.3.2050	Tb927.3.2050:mRNA	Minicircle replication factor 172	Tb927.3.2050	
Tb927.3.2080	Tb927.3.2080:mRNA	hypothetical protein, conserved	Tb927.3.2080	
Tb927.3.2100	Tb927.3.2100:mRNA	hypothetical protein, conserved	Tb927.3.2100	
Tb927.3.2110	Tb927.3.2110:mRNA	Mitochondrial import inner membrane translocase subunit TIM50	Tb927.3.2110	
Tb927.3.2150	Tb927.3.2150:mRNA	protein phosphatase 2C, putative	Tb927.3.2150	
Tb927.3.2170	Tb927.3.2170:mRNA	translation elongation factor EF-2, putative	Tb927.3.2170	
Tb927.3.2180	Tb927.3.2180:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.3.2180	
Tb927.3.2190	Tb927.3.2190:mRNA	Capping enzyme RNA triphosphatase 1	Tb927.3.2190	
Tb927.3.2200	Tb927.3.2200:mRNA	TPR repeat, putative	Tb927.3.2200	
Tb927.3.2210	Tb927.3.2210:mRNA	KIF-1 binding protein C terminal, putative	Tb927.3.2210	
Tb927.3.2230	Tb927.3.2230:mRNA	succinyl-CoA synthetase alpha subunit, putative	Tb927.3.2230	
Tb927.3.2280	Tb927.3.2280:mRNA	vacuolar sorting protein 33 , putative	Tb927.3.2280	
Tb927.3.2290	Tb927.3.2290:mRNA	chaperone protein DnaJ, putative	Tb927.3.2290	
Tb927.3.2300	Tb927.3.2300:mRNA	DNL zinc finger, putative	Tb927.3.2300	
Tb927.3.2310	Tb927.3.2310:mRNA	parkin coregulated gene protein	Tb927.3.2310	
Tb927.3.2340	Tb927.3.2340:mRNA	Peroxisome biogenesis protein 2	Tb927.3.2340	
Tb927.3.2350	Tb927.3.2350:mRNA	hypothetical protein, conserved	Tb927.3.2350	
Tb927.3.2370	Tb927.3.2370:mRNA	hypothetical protein, conserved	Tb927.3.2370	
Tb927.3.2410	Tb927.3.2410:mRNA	Peroxisome biogenesis factor 10	Tb927.3.2410	
Tb927.3.2420	Tb927.3.2420:mRNA	Microsomal signal peptidase 12 kDa subunit (SPC12), putative	Tb927.3.2420	
Tb927.3.2440	Tb927.3.2440:mRNA	AGC essential kinase 1	Tb927.3.2440	
Tb927.3.2490	Tb927.3.2490:mRNA	hypothetical protein, conserved	Tb927.3.2490	
Tb927.3.2600	Tb927.3.2600:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.3.2600	
Tb927.3.2640	Tb927.3.2640:mRNA	hypothetical protein, conserved	Tb927.3.2640	
Tb927.3.2660	Tb927.3.2660:mRNA	TatD related DNase, putative	Tb927.3.2660	
Tb927.3.2680	Tb927.3.2680:mRNA	Ubiquitin-like domain containing protein, putative	Tb927.3.2680	
Tb927.3.2750	Tb927.3.2750:mRNA	hypothetical protein, conserved	Tb927.3.2750	
Tb927.3.2820	Tb927.3.2820:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb927.3.2820	
Tb927.3.2860	Tb927.3.2860:mRNA	hypothetical protein, conserved	Tb927.3.2860	
Tb927.3.2880	Tb927.3.2880:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.3.2880	
Tb927.3.2900	Tb927.3.2900:mRNA	eukaryotic translation initiation factor 2 subunit alpha	Tb927.3.2900	
Tb927.3.2950	Tb927.3.2950:mRNA	ribonuclease inhibitor- like protein	Tb927.3.2950	
Tb927.3.2960	Tb927.3.2960:mRNA	inosine-adenosine-guanosine-nucleosidehydrolase	Tb927.3.2960	
Tb927.3.3000	Tb927.3.3000:mRNA	Putative intraflagellar transport protein C3	Tb927.3.3000	
Tb927.3.3030	Tb927.3.3030:mRNA	phosphatidylcholine transfer protein, putative	Tb927.3.3030	
Tb927.3.3040	Tb927.3.3040:mRNA	Right handed beta helix region, putative	Tb927.3.3040	
Tb927.3.3100	Tb927.3.3100:mRNA	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative	Tb927.3.3100	
Tb927.3.3110	Tb927.3.3110:mRNA	Condensin complex subunit 3, putative	Tb927.3.3110	
Tb927.3.3120	Tb927.3.3120:mRNA	hypothetical protein, conserved	Tb927.3.3120	
Tb927.3.3130	Tb927.3.3130:mRNA	Present in the outer mitochondrial membrane proteome 24	Tb927.3.3130	
Tb927.3.3140	Tb927.3.3140:mRNA	hypothetical protein, conserved	Tb927.3.3140	
Tb927.3.3180	Tb927.3.3180:mRNA	Nucleoporin NUP98	Tb927.3.3180	
Tb927.3.3190	Tb927.3.3190:mRNA	Serine/threonine-protein kinase NEK7, putative	Tb927.3.3190	
Tb927.3.3200	Tb927.3.3200:mRNA	Domain of unknown function (DUF4586), putative	Tb927.3.3200	
Tb927.3.3220	Tb927.3.3220:mRNA	RNA polymerase-associated protein CTR9, putative	Tb927.3.3220	
Tb927.3.3270	Tb927.3.3270:mRNA	ATP-dependent 6-phosphofructokinase, glycosomal	Tb927.3.3270	
Tb927.3.3280	Tb927.3.3280:mRNA	vacuolar protein sorting-associated protein 4, putative	Tb927.3.3280	
Tb927.3.3290	Tb927.3.3290:mRNA	protein kinase, putative	Tb927.3.3290	
Tb927.3.3300	Tb927.3.3300:mRNA	Flagellum attachment zone protein 19	Tb927.3.3300	
Tb927.3.3310	Tb927.3.3310:mRNA	60S ribosomal protein L13, putative	Tb927.3.3310	
Tb927.3.3330	Tb927.3.3330:mRNA	heat shock protein 20, putative	Tb927.3.3330	
Tb927.3.3410	Tb927.3.3410:mRNA	aspartyl aminopeptidase, putative	Tb927.3.3410	
Tb927.3.3440	Tb927.3.3440:mRNA	phytanoyl-CoA dioxygenase (PhyH), putative	Tb927.3.3440	
Tb927.3.3450	Tb927.3.3450:mRNA	ADP-ribosylation factor-like protein 3, putative	Tb927.3.3450	
Tb927.3.3460	Tb927.3.3460:mRNA	succinate dehydrogenase flavoprotein subunit, putative	Tb927.3.3460	
Tb927.3.3490	Tb927.3.3490:mRNA	High mobility group protein TDP1	Tb927.3.3490	
Tb927.3.3520	Tb927.3.3520:mRNA	Present in the outer mitochondrial membrane proteome 25	Tb927.3.3520	
Tb927.3.3540	Tb927.3.3540:mRNA	Nucleoporin NUP53b	Tb927.3.3540	
Tb927.3.3560	Tb927.3.3560:mRNA	U-box domain containing protein, putative	Tb927.3.3560	
Tb927.3.3580	Tb927.3.3580:mRNA	heat shock protein 90, putative	Tb927.3.3580	
Tb927.3.3590	Tb927.3.3590:mRNA	U3 small nucleolar ribonucleoprotein protein MPP10, putative	Tb927.3.3590	
Tb927.3.3610	Tb927.3.3610:mRNA	peroxisomal targeting signal 2 receptor, putative	Tb927.3.3610	
Tb927.3.3630	Tb927.3.3630:mRNA	Elongation factor Ts, mitochondrial, putative	Tb927.3.3630	
Tb927.3.3660	Tb927.3.3660:mRNA	NADH-ubiquinone oxidoreductase complex I subunit, putative	Tb927.3.3660	
Tb927.3.3690	Tb927.3.3690:mRNA	flagellar radial spoke protein-like, putative	Tb927.3.3690	
Tb927.3.3710	Tb927.3.3710:mRNA	Scavenger mRNA decapping enzyme C-term binding, putative	Tb927.3.3710	
Tb927.3.3740	Tb927.3.3740:mRNA	Zinc-finger double-stranded RNA-binding, putative	Tb927.3.3740	
Tb927.3.3750	Tb927.3.3750:mRNA	paraflagellar rod component, putative	Tb927.3.3750	
Tb927.3.3760	Tb927.3.3760:mRNA	tryparedoxin 1b, putative	Tb927.3.3760	
Tb927.3.3770	Tb927.3.3770:mRNA	paraflagellar rod component, putative	Tb927.3.3770	
Tb927.3.3820	Tb927.3.3820:mRNA	hypothetical protein, conserved	Tb927.3.3820	
Tb927.3.3830	Tb927.3.3830:mRNA	hypothetical protein, conserved	Tb927.3.3830	
Tb927.3.3850	Tb927.3.3850:mRNA	COPII coat assembly protein sec16	Tb927.3.3850	
Tb927.3.3890	Tb927.3.3890:mRNA	hypothetical protein, conserved	Tb927.3.3890	
Tb927.3.3900	Tb927.3.3900:mRNA	carnitine O-palmitoyltransferase II, putative	Tb927.3.3900	
Tb927.3.3940	Tb927.3.3940:mRNA	RNA-binding protein, putative	Tb927.3.3940	
Tb927.3.3950	Tb927.3.3950:mRNA	hypothetical protein, conserved	Tb927.3.3950	
Tb927.3.3970	Tb927.3.3970:mRNA	Cell growth-regulating nucleolar protein, putative	Tb927.3.3970	
Tb927.3.4000	Tb927.3.4000:mRNA	clathrin coat assembly protein ap19, putative	Tb927.3.4000	
Tb927.3.4020	Tb927.3.4020:mRNA	phosphatidylinositol 4-kinase alpha, putative	Tb927.3.4020	
Tb927.3.4040	Tb927.3.4040:mRNA	Ankyrin repeats (3 copies), putative	Tb927.3.4040	
Tb927.3.4100	Tb927.3.4100:mRNA	Pyruvate transporter, putative	Tb927.3.4100	
Tb927.3.4140	Tb927.3.4140:mRNA	hypothetical protein, conserved	Tb927.3.4140	
Tb927.3.4170	Tb927.3.4170:mRNA	CRK9-associated protein	Tb927.3.4170	
Tb927.3.4190	Tb927.3.4190:mRNA	endosomal integral membrane protein, putative	Tb927.3.4190	
Tb927.3.4260	Tb927.3.4260:mRNA	Acetyl-CoA hydrolase	Tb927.3.4260	
Tb927.3.4270	Tb927.3.4270:mRNA	hypothetical protein, conserved	Tb927.3.4270	
Tb927.3.4290	Tb927.3.4290:mRNA	Paraflagellar rod protein 1-1	Tb927.3.4290	
Tb927.3.4390	Tb927.3.4390:mRNA	dihydrolipoamide dehydrogenase	Tb927.3.4390	
Tb927.3.4420	Tb927.3.4420:mRNA	hypothetical protein, conserved	Tb927.3.4420	
Tb927.3.4450	Tb927.3.4450:mRNA	hypothetical protein, conserved	Tb927.3.4450	
Tb927.3.4490	Tb927.3.4490:mRNA	protein farnesyltransferase alpha subunit, putative	Tb927.3.4490	
Tb927.3.4500	Tb927.3.4500:mRNA	Fumarate hydratase class I, cytosolic	Tb927.3.4500	
Tb927.3.4590	Tb927.3.4590:mRNA	hypothetical protein, conserved	Tb927.3.4590	
Tb927.3.4600	Tb927.3.4600:mRNA	hypothetical protein, conserved	Tb927.3.4600	
Tb927.3.4630	Tb927.3.4630:mRNA	UDP-glucose:glycoprotein glucosyltransferase, putative	Tb927.3.4630	
Tb927.3.4640	Tb927.3.4640:mRNA	VIT family, putative	Tb927.3.4640	
Tb927.3.4650	Tb927.3.4650:mRNA	C-8 sterol isomerase, putative	Tb927.3.4650	
Tb927.3.4680	Tb927.3.4680:mRNA	RAB GDP dissociation inhibitor alpha, putative	Tb927.3.4680	
Tb927.3.4710	Tb927.3.4710:mRNA	Flagellum attachment zone protein 23	Tb927.3.4710	
Tb927.3.4730	Tb927.3.4730:mRNA	leucine-rich repeat-containing protein	Tb927.3.4730	
Tb927.3.4750	Tb927.3.4750:mRNA	Aminopeptidase M1, putative	Tb927.3.4750	
Tb927.3.4760	Tb927.3.4760:mRNA	dynamin-1-like protein	Tb927.3.4760	
Tb927.3.4820	Tb927.3.4820:mRNA	acyltransferase, putative	Tb927.3.4820	
Tb927.3.4840	Tb927.3.4840:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.3.4840	
Tb927.3.4850	Tb927.3.4850:mRNA	enoyl-CoA hydratase, mitochondrial precursor, putative	Tb927.3.4850	
Tb927.3.4880	Tb927.3.4880:mRNA	nucleosome assembly protein (NAP), putative	Tb927.3.4880	
Tb927.3.4920	Tb927.3.4920:mRNA	LETM1 and EF-hand domain-containing protein 1, putative	Tb927.3.4920	
Tb927.3.4950	Tb927.3.4950:mRNA	hypothetical protein, conserved	Tb927.3.4950	
Tb927.3.4970	Tb927.3.4970:mRNA	hypothetical protein, conserved	Tb927.3.4970	
Tb927.3.4980	Tb927.3.4980:pseudogenic_transcript	hypothetical protein, conserved, frameshift	Tb927.3.4980	
Tb927.3.5000	Tb927.3.5000:mRNA	hypothetical protein, conserved	Tb927.3.5000	
Tb927.3.5010	Tb927.3.5010:mRNA	hypothetical protein, conserved	Tb927.3.5010	
Tb927.3.5020	Tb927.3.5020:mRNA	Flagellar Member 6	Tb927.3.5020	
Tb927.3.5050	Tb927.3.5050:mRNA	60S ribosomal protein L4	Tb927.3.5050	
Tb927.3.5060	Tb927.3.5060:mRNA	Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative	Tb927.3.5060	
Tb927.3.5070	Tb927.3.5070:mRNA	hypothetical protein, conserved	Tb927.3.5070	
Tb927.3.5090	Tb927.3.5090:mRNA	tryparedoxin 2, putative	Tb927.3.5090	
Tb927.3.5130	Tb927.3.5130:mRNA	exonuclease, putative	Tb927.3.5130	
Tb927.3.5150	Tb927.3.5150:mRNA	exonuclease, putative	Tb927.3.5150	
Tb927.3.5180	Tb927.3.5180:mRNA	ADF/Cofilin	Tb927.3.5180	
Tb927.3.5200	Tb927.3.5200:mRNA	hypothetical protein, conserved	Tb927.3.5200	
Tb927.3.5250	Tb927.3.5250:mRNA	Zinc finger CCCH domain-containing protein 8	Tb927.3.5250	
Tb927.3.5300	Tb927.3.5300:mRNA	hypothetical protein, conserved	Tb927.3.5300	
Tb927.3.5310	Tb927.3.5310:mRNA	paraflagellar rod protein	Tb927.3.5310	
Tb927.3.5320	Tb927.3.5320:mRNA	UBX domain-containing protein	Tb927.3.5320	
Tb927.3.5330	Tb927.3.5330:mRNA	centaurin beta 5	Tb927.3.5330	
Tb927.3.5340	Tb927.3.5340:mRNA	Hsc70-interacting protein (Hip), putative	Tb927.3.5340	
Tb927.3.5350	Tb927.3.5350:mRNA	hypothetical protein, conserved	Tb927.3.5350	
Tb927.3.5370	Tb927.3.5370:mRNA	hypothetical protein, conserved	Tb927.3.5370	
Tb927.3.5400	Tb927.3.5400:mRNA	serine/threonine protein kinase RIO1, putative	Tb927.3.5400	
Tb927.3.5430	Tb927.3.5430:mRNA	hypothetical protein, conserved	Tb927.3.5430	
Tb927.3.5440	Tb927.3.5440:mRNA	SNF2 DNA repair protein, putative	Tb927.3.5440	
Tb927.3.5450	Tb927.3.5450:mRNA	Basal body protein	Tb927.3.5450	
Tb927.3.5460	Tb927.3.5460:mRNA	RNA-binding protein, putative	Tb927.3.5460	
Tb927.3.5490	Tb927.3.5490:mRNA	Putative intraflagellar transport protein B2	Tb927.3.5490	
Tb927.3.5520	Tb927.3.5520:mRNA	26S proteasome regulatory non-ATPase subunit	Tb927.3.5520	
Tb927.3.5530	Tb927.3.5530:mRNA	Tb-292 membrane associated protein	Tb927.3.5530	
